Top 200 'Chameleon' Words Analysis
==================================================

Chameleon words are those with the largest change in collocates
(measured by Jaccard distance between eras)

Rank  Word                 Jaccard Distance  
1761. অবস্থায়                  1.00000000
1762. চেয়ার                    1.00000000
1763. দীর্ঘদিন                  1.00000000
1764. উট                        1.00000000
1765. রামনগর                    1.00000000
1766. ইউনিভার্সি                1.00000000
1767. পিছনে                     1.00000000
1768. ভেঙেছেন                   1.00000000
1769. পেতাম                     1.00000000
1770. মানা                      1.00000000
1771. চিত্তাকর্ষক               1.00000000
1772. গ্রামেগঞ্জে               1.00000000
1773. মুক্তচিন্তা               1.00000000
